NE_OBJ_ID,NE_NAME,DEV_TYPE_NAME,PRODUCER_NAME,PRODUCER_ID,WORK_YEAR,DEV_TYPE,ALARM_NUM,ALARM_TIME
5EAEA063-C43E-4F96-9006-FF61F82241D3-60843,市中变MatrixEdge2050,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,6.0,16202.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5EAEA063-C43E-4F96-9006-FF61F82241D3-53195,贵溪文坊变MatrixEdge2010,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,8.0,16205.0,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1586, 265256, 0, 261096, 0, 0, 0, 0, 0, 0, 0]"
42169183-B108-47EC-8C0B-4BA48949AA3D-00006,龙岗变MatrixEdge2050,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,3.0,16202.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-55317,地调 Metro5000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,10.0,10015.0,"[2, 0, 1, 2, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]","[198109, 0, 3, 1734429, 0, 3, 3, 988916, 474505, 230, 166353, 0, 1545799, 22547, 0]"
3B396EC5-82B7-48DF-A01B-FDAE4BA7A901-02258,万福变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,6.0,11005.0,"[0, 0, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]","[0, 0, 572404, 1812634, 0, 0, 0, 0, 1025163, 0, 0, 0, 0, 0, 186983]"
59E5119F-76E5-48F8-8017-D2406466B47D-10215,万福变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[0, 1, 0, 2, 2, 0, 0, 1, 1, 1, 0, 2, 1, 0, 1]","[0, 2223361, 0, 1801815, 58972, 0, 0, 288, 115288, 625, 0, 5862, 1287, 0, 509]"
E176D36D-8A55-418E-BA83-11A7CAE91263-67256,樟树墩变MatrixEdge2010,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,7.0,16205.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0E1EE7C6-D5FE-433A-BB83-3BAF35759B7F-00002,工业园MatrixEdge2050,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,8.0,16202.0,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 559910, 665, 245082, 311773, 0, 0, 738064, 0, 774407, 0]"
1C4B3DEF-6AFF-47C4-874A-0BACD75F2881-20577,贵溪县备调MatrixEdge3050,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,4.0,16204.0,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 479, 9524, 89959, 0, 0, 0, 0, 0, 0, 0]"
5EAEA063-C43E-4F96-9006-FF61F82241D3-49912,贵溪周坊变MatrixEdge1010,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,7.0,16203.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5EAEA063-C43E-4F96-9006-FF61F82241D3-33886,铜城变MatrixEdge3050,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,7.0,16204.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
F5BF41ED-474F-40B3-BC13-803F7F69F7B7-01363,龟峰变MatrixEdge3050-02,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,3.0,16204.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 12593502, 0, 0, 0, 0, 0, 8224571, 0, 0, 0]"
5EAEA063-C43E-4F96-9006-FF61F82241D3-37696,贵溪县调MatrixEdge2050,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,6.0,16202.0,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 9525, 89962, 0, 0, 0, 0, 0, 0, 0]"
8AC95230-46C6-4CE6-9972-0F2EFB929487-00680,琴湖变1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,3.0,11002.0,"[1, 0, 0, 0, 0, 0, 3, 0, 1, 2, 1, 1, 0, 0, 0]","[334370, 0, 0, 0, 0, 0, 3986880, 0, 6, 298461, 1272836, 1071617, 0, 0, 0]"
E176D36D-8A55-418E-BA83-11A7CAE91263-42204,永平变MatrixEdge2050,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,8.0,16202.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-06035,星子县调ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[2, 0, 1, 1, 1, 0, 2, 1, 3, 2, 2, 2, 2, 2, 0]","[271797, 0, 88521, 170, 109, 0, 155480, 686, 167761, 354281, 187231, 1017565, 923, 881384, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-13871,高垅变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,7.0,11005.0,"[0, 0, 0, 1, 3, 1, 1, 3, 1, 2, 1, 5, 1, 1, 1]","[0, 0, 0, 1465397, 494071, 760551, 3931, 3269699, 377583, 1161672, 353196, 2218228, 16012, 245930, 82930]"
59E5119F-76E5-48F8-8017-D2406466B47D-22721,都昌县调ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[1, 0, 1, 1, 1, 0, 0, 1, 2, 2, 1, 1, 2, 0, 0]","[1899116, 0, 3113180, 2153092, 101930, 0, 0, 343606, 1286968, 2241779, 232, 2878973, 193871, 0, 0]"
E176D36D-8A55-418E-BA83-11A7CAE91263-51104,铅山县公司MatrixEdge2050,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,8.0,16202.0,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 958526, 134641, 0, 0, 0, 0, 0, 0, 543, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-29076,三汊港变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]","[2348035, 0, 6820915, 0, 244278, 1733610, 0, 980544, 6834846, 0, 0, 4756297, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-32395,芗溪变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,7.0,11005.0,"[1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]","[916, 0, 0, 0, 81265, 0, 0, 0, 231007, 0, 0, 0, 5684, 0, 0]"
56EEA743-B361-4EBE-B8CE-D95EA2B4533C-00016,周溪变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,4.0,11005.0,"[0, 2, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 6033417, 0, 0, 1558640, 6833444, 0, 0, 786609, 0, 0, 272109, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-58611,莲花县公司 Metro3000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,9.0,10011.0,"[1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0]","[1741460, 0, 35325, 2952, 0, 0, 0, 2, 13, 8000, 423312, 0, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-17337,新港变1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11002.0,"[1, 0, 0, 0, 1, 0, 2, 1, 2, 2, 0, 4, 1, 2, 0]","[477635, 0, 0, 0, 2410986, 0, 87630, 397, 270707, 1139393, 0, 450, 13481, 405961, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-19855,万里变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[2, 0, 0, 1, 0, 0, 1, 0, 2, 2, 0, 0, 2, 0, 0]","[389797, 0, 0, 1902757, 0, 0, 83249, 0, 115307, 1163391, 0, 0, 1522, 0, 0]"
E176D36D-8A55-418E-BA83-11A7CAE91263-34804,朝堂变MatrixEdge2010,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,6.0,16205.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-25884,赛阳变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,7.0,11005.0,"[0, 1, 0, 1, 1, 0, 1, 2, 3, 2, 1, 3, 4, 2, 0]","[0, 2, 0, 46, 161066, 0, 170766, 726, 298513, 600717, 348752, 573924, 827786, 386771, 0]"
1C4B3DEF-6AFF-47C4-874A-0BACD75F2881-20578,城区分公司MatrixEdge2050,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,8.0,16202.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-27850,温泉变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[0, 1, 1, 1, 1, 0, 1, 1, 2, 0, 2, 3, 1, 0, 1]","[0, 1056, 37, 1344600, 2400357, 0, 318, 627, 115256, 0, 83386, 1133189, 1544, 0, 85]"
56EEA743-B361-4EBE-B8CE-D95EA2B4533C-00019,武宁新大楼ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,3.0,11005.0,"[0, 0, 2, 0, 4, 0, 1, 1, 1, 2, 2, 2, 1, 1, 0]","[0, 0, 1430838, 0, 298835, 0, 502562, 41, 117094, 1725, 333320, 531853, 494829, 18774, 0]"
31F9C376-CBE8-407D-8648-FE1F1F201C1E-25544,坪下变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,2.0,11005.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 117093, 0, 0, 275, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-17335,马回岭变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,6.0,11005.0,"[0, 1, 0, 1, 1, 0, 0, 0, 2, 1, 1, 1, 0, 0, 0]","[0, 265431, 0, 1892263, 2410980, 0, 0, 0, 117664, 555034, 95, 190162, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-13869,机场变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,7.0,11005.0,"[0, 1, 2, 1, 1, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0]","[0, 261967, 508824, 1892254, 2410985, 0, 0, 0, 117704, 566591, 0, 0, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-24644,九江县调ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[0, 2, 0, 1, 2, 0, 2, 1, 3, 2, 1, 0, 1, 2, 0]","[0, 329830, 0, 335590, 3167794, 0, 242806, 7, 230133, 447149, 11, 0, 6189, 1100793, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-09078,赛城湖变1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11002.0,"[1, 0, 1, 0, 2, 0, 1, 0, 1, 1, 2, 0, 1, 1, 1]","[340610, 0, 25473, 0, 67774, 0, 167248, 0, 115289, 554024, 237748, 0, 60, 901, 226]"
59E5119F-76E5-48F8-8017-D2406466B47D-36593,妙智变1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11002.0,"[0, 1, 1, 2, 2, 0, 2, 2, 3, 2, 2, 1, 0, 2, 1]","[0, 261976, 183573, 1484686, 2463665, 0, 39661, 142051, 524372, 230776, 74, 16, 0, 7812, 6082]"
BF40D1B7-4CF5-40EC-ADC5-406F1AFBDBDA-00114,排上供电所Metro1000V3,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,5.0,10004.0,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]","[12601, 0, 0, 0, 0, 0, 0, 5406, 24, 20118, 49900, 268148, 183355, 0, 0]"
BF40D1B7-4CF5-40EC-ADC5-406F1AFBDBDA-00103,腊市供电所Metro1000V3,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,5.0,10004.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 24, 160, 49900, 0, 0, 0, 0]"
BF40D1B7-4CF5-40EC-ADC5-406F1AFBDBDA-00105,下埠供电所Metro1000V3,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,5.0,10004.0,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 28456, 0, 0, 0, 0, 0, 24, 160, 49900, 0, 0, 0, 0]"
BF40D1B7-4CF5-40EC-ADC5-406F1AFBDBDA-00104,麻山供电所Metro1000V3,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,5.0,10004.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 24, 211, 49900, 0, 0, 0, 0]"
BF40D1B7-4CF5-40EC-ADC5-406F1AFBDBDA-06425,老关供电所Metro1000V3,,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,5.0,10004.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 236034, 0]"
BF40D1B7-4CF5-40EC-ADC5-406F1AFBDBDA-00110,凤凰变Metro 3000,,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,5.0,10011.0,"[2, 0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 2, 1, 1, 0]","[295404, 0, 0, 440472, 0, 0, 0, 588149, 33, 97, 0, 351849, 58404, 236034, 0]"
BF40D1B7-4CF5-40EC-ADC5-406F1AFBDBDA-00111,东桥变Metro 3000,,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,5.0,10011.0,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[700, 0, 0, 7895, 0, 0, 9394, 0, 32, 0, 0, 0, 0, 236034, 0]"
BF40D1B7-4CF5-40EC-ADC5-406F1AFBDBDA-00113,大丰变Metro 3000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,5.0,10011.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 236034, 0]"
BF40D1B7-4CF5-40EC-ADC5-406F1AFBDBDA-00107,麻山变 Metro 3000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,5.0,10011.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 236034, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-32976,九江地调1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,9.0,11002.0,"[1, 0, 1, 2, 1, 0, 3, 1, 2, 1, 3, 2, 1, 2, 0]","[658208, 0, 299156, 2119324, 2825696, 0, 407804, 3716173, 67660, 2099327, 102548, 2938367, 96, 527272, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-01833,石钟山变1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11002.0,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[81474, 0, 0, 0, 0, 0, 3772909, 0, 0, 0, 133546, 0, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-59701,湘东县公司 Metro3000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,9.0,10011.0,"[1, 0, 1, 0, 2, 0, 0, 1, 1, 1, 2, 0, 1, 1, 1]","[318856, 0, 2, 0, 612528, 0, 0, 381, 13, 160, 294021, 0, 4916, 209, 104347]"
59E5119F-76E5-48F8-8017-D2406466B47D-25004,沙河变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[0, 3, 0, 1, 3, 0, 2, 0, 2, 1, 0, 0, 0, 1, 0]","[0, 125018, 0, 335581, 734086, 0, 12, 0, 115882, 554528, 0, 0, 0, 869292, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-31538,九江县大楼ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[1, 2, 0, 2, 2, 0, 2, 0, 3, 2, 1, 2, 0, 1, 0]","[324830, 144264, 0, 423786, 3167801, 0, 242863, 0, 117717, 639764, 52, 175558, 0, 2086171, 0]"
BF40D1B7-4CF5-40EC-ADC5-406F1AFBDBDA-00112,太阳升变Metro 3000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,5.0,10011.0,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 162286, 784409, 0, 0, 32, 0, 0, 0, 0, 236034, 0]"
D1C2F465-FEDA-4FF0-8C4F-0D3199C460C9-02470,共青调度数据1660SM,通信数据网设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,5.0,11002.0,"[1, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 2, 1, 1, 0]","[539553, 0, 0, 0, 10583, 0, 78505, 82433, 1092883, 2093505, 348194, 995552, 33102, 196668, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-35960,共青变1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11002.0,"[1, 0, 1, 0, 3, 1, 1, 1, 1, 1, 3, 1, 0, 0, 0]","[3986064, 0, 1061572, 0, 387603, 367, 896041, 951665, 275349, 23138, 699934, 504781, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-25501,庐山区公司ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[0, 1, 1, 1, 0, 1, 1, 1, 3, 4, 1, 3, 4, 1, 1]","[0, 261976, 1357031, 5034817, 0, 139, 323456, 424255, 115895, 1042167, 650210, 2138174, 326569, 629930, 83216]"
59E5119F-76E5-48F8-8017-D2406466B47D-41384,永修县调ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[2, 1, 0, 0, 2, 0, 1, 0, 2, 1, 2, 2, 3, 3, 0]","[3312936, 5817977, 0, 0, 600619, 0, 2144360, 0, 1358866, 537560, 842984, 2739836, 484322, 1676673, 0]"
074B6AA3-DF1A-447E-A210-460B082C1881-00002,大仓前变OSN3500,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,2.0,10009.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236034, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-61137,安源县公司 Metro3000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,9.0,10011.0,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 332, 0, 0, 0, 0, 18, 200, 49900, 203759, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-39549,德安县调ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[2, 0, 2, 1, 2, 1, 1, 2, 3, 3, 3, 4, 1, 2, 0]","[513388, 0, 1545448, 249026, 11861, 82021, 77232, 260276, 442530, 490391, 142597, 1182763, 1638, 263253, 0]"
56EEA743-B361-4EBE-B8CE-D95EA2B4533C-00021,妙智变通信数据网1660SM,通信数据网设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,3.0,11002.0,"[0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 35, 0, 0, 0, 117094, 134976, 0, 0, 1919, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-37860,沙城变1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11002.0,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 2, 1, 2, 1, 0, 0]","[0, 4888, 0, 0, 2397772, 0, 206161, 0, 653724, 100201, 744582, 32, 1076, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-08175,武宁县调ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[1, 0, 2, 1, 2, 0, 0, 1, 1, 1, 2, 3, 1, 1, 1]","[169351, 0, 376506, 376, 16493, 0, 0, 94938, 115289, 601896, 21610, 954178, 80, 523363, 6]"
59E5119F-76E5-48F8-8017-D2406466B47D-25495,庐山变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[1, 1, 2, 1, 1, 0, 2, 0, 3, 1, 1, 1, 0, 0, 0]","[427971, 261960, 141322, 2125685, 2410879, 0, 14, 0, 116322, 447234, 32, 19, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-03295,瑞昌县调ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[2, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 1]","[472489, 0, 64860, 0, 0, 0, 0, 0, 358230, 978974, 619, 470640, 220, 65, 7]"
59E5119F-76E5-48F8-8017-D2406466B47D-41942,瑞昌变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 3, 1, 3, 1, 1, 0]","[0, 0, 0, 61090, 776329, 843, 0, 0, 115334, 136816, 40, 366397, 506703, 1698, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-30474,通江岭变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[1, 0, 0, 1, 1, 0, 3, 0, 1, 1, 1, 0, 0, 0, 0]","[156898, 0, 0, 54867, 112896, 0, 1521880, 0, 117050, 154, 4619, 0, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-45662,南义变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 3, 1, 0, 1]","[0, 0, 0, 0, 756368, 0, 0, 0, 115335, 0, 15249, 780, 62331, 0, 21287]"
59E5119F-76E5-48F8-8017-D2406466B47D-12739,锡矿变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,6.0,11005.0,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 3, 2, 1, 0]","[0, 0, 524983, 1655377, 0, 0, 0, 0, 119423, 0, 0, 1490445, 21580, 238917, 0]"
31F9C376-CBE8-407D-8648-FE1F1F201C1E-25543,星北（白鹿)变ne1662smc,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,2.0,11005.0,"[0, 0, 0, 2, 0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 0]","[0, 0, 0, 64361, 0, 0, 0, 0, 117714, 100190, 0, 514830, 0, 0, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-18343,市中变1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11002.0,"[0, 1, 0, 1, 2, 0, 0, 2, 1, 3, 1, 1, 1, 1, 0]","[0, 261977, 0, 420229, 2411017, 0, 0, 25, 1654626, 1251215, 80, 2182063, 179473, 604414, 0]"
173BEDB1-B98C-4053-A36E-DF7BC54DC8C5-10118,柘林电厂1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,6.0,11002.0,"[0, 1, 0, 0, 1, 0, 0, 1, 3, 2, 1, 1, 1, 2, 0]","[0, 2058375, 0, 0, 15799, 0, 0, 832889, 1368178, 829, 1604413, 3474544, 101757, 1413680, 0]"
AC61DAC7-1858-4263-BC78-FD8ACE732355-00002,铅山洲上光伏变MatrixEdge2010,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,2.0,16205.0,"[0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 914143, 0, 527717, 0, 0, 988396, 50855, 0, 0, 1226326, 0, 0]"
